year,"last_name, first_name",player_id,pitch_hand,api_pitch_type,n_pitches,release_speed,spin_rate,movement_inches,alan_active_spin_pct,active_spin,hawkeye_measured,movement_inferred,api_pitch_name,active_spin_formatted,hawkeye_measured_clock_minutes,movement_inferred_clock_minutes,diff_measured_inferred,diff2,diff_measured_inferred_minutes,hawkeye_measured_clock_hh,hawkeye_measured_clock_mm,movement_inferred_clock_hh,movement_inferred_clock_mm,diff_clock_hh,diff_clock_mm,hawkeye_measured_clock_label,movement_inferred_clock_label,diff_clock_label
,"Bibee, Tanner",676440,R,CH,334,82.4,1984,18,0.849291704,0.907807004,214.9790343,234.1683874,Changeup,91,645,615,-19.18935307,19.18935307,30,10,45,10,15,0,30,10:45,10:15,+0H 30M
,"Blanco, Ronel",669854,R,CH,415,85.1,1482,15.3,0.833224337,0.969663318,239.2598325,254.5568059,Changeup,97,600,570,-15.29697335,15.29697335,30,10,0,9,30,0,30,10:00,9:30,+0H 30M
,"Brown, Hunter",686613,R,CH,254,88.5,1445,16.6,0.941203671,0.947234607,222.3690855,242.2746493,Changeup,95,630,600,-19.90556384,19.90556384,30,10,30,10,0,0,30,10:30,10:00,+0H 30M
,"Feltner, Ryan",663372,R,CH,250,85.3,1608,7.2,0.413660608,0.675404254,206.5409182,236.1018757,Changeup,68,660,615,-29.56095757,29.56095757,45,11,0,10,15,0,45,11:00,10:15,+0H 45M
,"Flexen, Chris",623167,R,CH,265,81.3,1310,14.7,0.848352467,0.982715425,215.787437,236.9757013,Changeup,98,645,600,-21.18826432,21.18826432,45,10,45,10,0,0,45,10:45,10:00,+0H 45M
,"Kahnle, Tommy",592454,R,CH,247,88,1285,13,0.792190191,0.991928658,250.7322559,268.7902654,Changeup,99,585,540,-18.05800952,18.05800952,45,9,45,9,0,0,45,9:45,9:00,+0H 45M
,"King, Michael",650633,R,CH,464,86.6,2042,18.8,0.8962471,0.948463458,240.8602752,258.3195361,Changeup,95,600,570,-17.45926088,17.45926088,30,10,0,9,30,0,30,10:00,9:30,+0H 30M
,"López, Pablo",641154,R,CH,365,88.4,2107,18.8,0.888073132,0.867608814,229.5217459,253.1223774,Changeup,87,615,570,-23.60063148,23.60063148,45,10,15,9,30,0,45,10:15,9:30,+0H 45M
,"Skubal, Tarik",669373,L,CH,459,86,1664,16.7,0.878485398,0.83225612,131.4584393,107.6269873,Changeup,83,90,150,23.83145201,23.83145201,-60,1,30,2,30,1,0,1:30,2:30,-1H 00M
,"Ureña, José",570632,R,CH,213,88.7,1793,17.6,0.909398907,0.945487915,229.7584094,243.1422486,Changeup,95,615,600,-13.38383916,13.38383916,15,10,15,10,0,0,15,10:15,10:00,+0H 15M
,"Abbott, Andrew",671096,L,CH,308,84.7,2119,19.3,0.909599862,0.981838507,133.0911425,125.5274273,Changeup,98,90,105,7.563715186,7.563715186,-15,1,30,1,45,0,15,1:30,1:45,-0H 15M
,"Castillo, Luis",622491,R,CH,310,88.1,1870,18.2,0.898502888,0.933742525,257.1032046,274.9167713,Changeup,93,570,525,-17.81356669,17.81356669,45,9,30,8,45,0,45,9:30,8:45,+0H 45M
,"Fulmer, Carson",608334,R,CH,265,87.9,1418,15.7,0.898622414,0.924720136,238.5666357,261.9747712,Changeup,92,600,555,-23.40813548,23.40813548,45,10,0,9,15,0,45,10:00,9:15,+0H 45M
,"Gomber, Austin",596295,L,CH,331,80.9,1660,14.2,0.77594168,0.979383954,120.1971656,131.947492,Changeup,98,120,90,-11.75032643,11.75032643,30,2,0,1,30,0,30,2:00,1:30,+0H 30M
,"Harrison, Kyle",690986,L,CH,307,85.3,1948,17.4,0.837622636,0.98324418,95.40053089,88.63644694,Changeup,98,165,180,6.764083951,6.764083951,-15,2,45,3,0,0,15,2:45,3:00,-0H 15M
,"Heaney, Andrew",571760,L,CH,274,83.7,2108,18.7,0.866639754,0.992754695,111.6745379,102.5290236,Changeup,99,135,150,9.145514352,9.145514352,-15,2,15,2,30,0,15,2:15,2:30,-0H 15M
,"Kikuchi, Yusei",579328,L,CH,210,87.2,1628,15.1,0.80431103,0.886432859,142.1855818,118.4216591,Changeup,89,75,120,23.76392274,23.76392274,-45,1,15,2,0,0,45,1:15,2:00,-0H 45M
,"Martinez, Nick",607259,R,CH,238,80,2122,15.2,0.688144532,0.831078236,240.9742065,248.9136895,Changeup,83,600,585,-7.939482958,7.939482958,15,10,0,9,45,0,15,10:00,9:45,+0H 15M
,"Paddack, Chris",663978,R,CH,374,82.8,1895,16.4,0.795663802,0.953257139,251.1499454,259.8332817,Changeup,95,585,555,-8.683336223,8.683336223,30,9,45,9,15,0,30,9:45,9:15,+0H 30M
,"Peralta, Wandy",593974,L,CH,223,88.7,2156,18.1,0.850839482,0.870051652,125.7258758,101.1570257,Changeup,87,105,165,24.56885004,24.56885004,-60,1,45,2,45,1,0,1:45,2:45,-1H 00M
,"Quintana, Jose",500779,L,CH,308,85.8,1305,15.2,0.894075785,0.930387007,127.923498,103.8564402,Changeup,93,105,150,24.06705779,24.06705779,-45,1,45,2,30,0,45,1:45,2:30,-0H 45M
,"Rodón, Carlos",607074,L,CH,218,85.2,1632,13.6,0.715497572,0.781945246,136.4575538,97.79729051,Changeup,78,90,165,38.6602633,38.6602633,-75,1,30,2,45,1,15,1:30,2:45,-1H 15M
,"Rogers, Trevor",669432,L,CH,385,85.7,1639,15.4,0.809917804,0.859675867,117.5132654,85.45923806,Changeup,86,120,195,32.05402733,32.05402733,-75,2,0,3,15,1,15,2:00,3:15,-1H 15M
,"Shuster, Jared",694363,L,CH,233,83.5,1618,15.3,0.805938765,0.988819204,126.015651,122.190575,Changeup,99,105,120,3.825076012,3.825076012,-15,1,45,2,0,0,15,1:45,2:00,-0H 15M
,"Wacha, Michael",608379,R,CH,454,81.4,1535,15,0.80269888,0.808361314,241.7173163,245.8249594,Changeup,81,600,585,-4.10764311,4.10764311,15,10,0,9,45,0,15,10:00,9:45,+0H 15M
,"Weathers, Ryan",677960,L,CH,292,86.2,1802,14.8,0.739448973,0.845078784,121.3864559,101.8144743,Changeup,85,120,150,19.57198161,19.57198161,-30,2,0,2,30,0,30,2:00,2:30,-0H 30M
,"Anderson, Chase",502624,R,CH,260,83.9,2302,21.5,0.959359282,0.993994786,238.8304069,240.3177514,Changeup,99,600,600,-1.487344583,1.487344583,0,10,0,10,0,0,0,10:00,10:00, 0H 00M
,"Anderson, Tyler",542881,L,CH,690,78.7,1862,17.2,0.810206787,0.968743196,139.2259688,128.6753534,Changeup,97,75,105,10.55061537,10.55061537,-30,1,15,1,45,0,30,1:15,1:45,-0H 30M
,"Berríos, José",621244,R,CH,297,84.5,1574,15.8,0.844971237,0.975592415,255.2786465,258.200693,Changeup,98,570,570,-2.922046436,2.922046436,0,9,30,9,30,0,0,9:30,9:30, 0H 00M
,"Cabrera, Edward",665795,R,CH,252,92.5,1661,18.7,1.009157452,0.942941752,225.757395,249.6970251,Changeup,94,630,585,-23.9396301,23.9396301,45,10,30,9,45,0,45,10:30,9:45,+0H 45M
,"Devenski, Chris",606965,R,CH,238,82.9,1687,17.6,0.890833412,0.908486901,232.1242926,256.9409586,Changeup,91,615,570,-24.81666595,24.81666595,45,10,15,9,30,0,45,10:15,9:30,+0H 45M
,"Hendricks, Kyle",543294,R,CH,498,80.9,2170,14.6,0.662180334,0.748556818,225.8058704,236.3533899,Changeup,75,630,600,-10.54751951,10.54751951,30,10,30,10,0,0,30,10:30,10:00,+0H 30M
,"Luzardo, Jesús",666200,L,CH,248,86.3,1927,18.3,0.878501468,0.994047804,117.8277724,113.8893353,Changeup,99,120,135,3.93843716,3.93843716,-15,2,0,2,15,0,15,2:00,2:15,-0H 15M
,"Peralta, Freddy",642547,R,CH,343,87.7,1738,16.8,0.869676275,0.895444334,239.1426035,259.3537026,Changeup,90,600,555,-20.21109913,20.21109913,45,10,0,9,15,0,45,10:00,9:15,+0H 45M
,"Pérez, Martín",527048,L,CH,290,83.4,1680,16.6,0.858183802,0.991306868,124.5750377,113.2496896,Changeup,99,105,135,11.32534811,11.32534811,-30,1,45,2,15,0,30,1:45,2:15,-0H 30M
,"Suárez, Albert",544150,R,CH,228,85.9,1987,18.6,0.889292644,0.976826186,236.0861581,250.6443599,Changeup,98,615,585,-14.55820182,14.55820182,30,10,15,9,45,0,30,10:15,9:45,+0H 30M
,"Suárez, Ranger",624133,L,CH,252,80.3,1231,11.4,0.675677824,0.798920066,116.8924747,92.80023993,Changeup,80,120,180,24.09223474,24.09223474,-60,2,0,3,0,1,0,2:00,3:00,-1H 00M
,"Valdez, Framber",664285,L,CH,208,89.6,1695,15.7,0.8257195,0.785067152,122.1552781,86.84435625,Changeup,79,120,180,35.31092182,35.31092182,-60,2,0,3,0,1,0,2:00,3:00,-1H 00M
,"Canning, Griffin",656288,R,CH,496,88.7,1782,17.7,0.900471757,0.88446004,237.3168954,260.5887061,Changeup,88,600,555,-23.27181065,23.27181065,45,10,0,9,15,0,45,10:00,9:15,+0H 45M
,"Carrasco, Carlos",471911,R,CH,300,86.7,1359,8.3,0.48133213,0.586226888,228.6553882,260.3090536,Changeup,59,630,555,-31.6536654,31.6536654,75,10,30,9,15,1,15,10:30,9:15,+1H 15M
,"Criswell, Cooper",681867,R,CH,265,84.5,1514,15.9,0.860406088,0.856120583,265.1367182,293.1150884,Changeup,86,555,495,-27.97837015,27.97837015,60,9,15,8,15,1,0,9:15,8:15,+1H 00M
,"Richards, Trevor",670950,R,CH,507,79,2605,14,0.579972349,0.59368922,272.7861109,287.6610291,Changeup,59,540,510,-14.87491826,14.87491826,30,9,0,8,30,0,30,9:00,8:30,+0H 30M
,"Lorenzen, Michael",547179,R,CH,297,84.7,2009,18.4,0.879956144,0.97040883,237.9942476,244.811127,Changeup,97,600,585,-6.816879388,6.816879388,15,10,0,9,45,0,15,10:00,9:45,+0H 15M
,"Sandoval, Patrick",663776,L,CH,409,82.9,1699,17.2,0.867724927,0.980968926,115.0102979,120.0782514,Changeup,98,135,120,-5.06795356,5.06795356,15,2,15,2,0,0,15,2:15,2:00,+0H 15M
,"Montgomery, Jordan",656756,L,CH,221,82.8,1589,14.7,0.791396876,0.983669565,130.171267,139.7478588,Changeup,98,105,75,-9.576591801,9.576591801,30,1,45,1,15,0,30,1:45,1:15,+0H 30M
,"Rodriguez, Grayson",680570,R,CH,377,83.1,1738,13,0.648169666,0.88697333,260.7838165,269.0351053,Changeup,89,555,540,-8.251288784,8.251288784,15,9,15,9,0,0,15,9:15,9:00,+0H 15M
,"Sánchez, Cristopher",650911,L,CH,585,85.2,2032,18.6,0.885847413,0.906477197,109.9831768,87.09250541,Changeup,91,135,180,22.89067143,22.89067143,-45,2,15,3,0,0,45,2:15,3:00,-0H 45M
,"Woods Richardson, Simeon",680573,R,CH,304,82.9,2266,18.1,0.81781094,0.87214339,250.5074304,241.1413393,Changeup,87,585,600,9.366091089,9.366091089,-15,9,45,10,0,0,15,9:45,10:00,-0H 15M
,"Brown, Ben",676962,R,CU,302,86.5,2269,5.9,0.269023873,0.301236465,70.18166819,24.04535076,Curveball,30,225,315,46.13631743,46.13631743,-90,3,45,5,15,1,30,3:45,5:15,-1H 30M
,"Fried, Max",608331,L,CU,357,74.4,2802,22.9,0.912499657,0.89868615,330.9194748,330.9737118,Curveball,90,420,420,-0.054237006,0.054237006,0,7,0,7,0,0,0,7:00,7:00, 0H 00M
,"Lugo, Seth",607625,R,CU,325,79.7,3310,23.4,0.919448745,0.844544495,44.50968834,40.42079468,Curveball,84,270,285,4.088893658,4.088893658,-15,4,30,4,45,0,15,4:30,4:45,-0H 15M
,"Eflin, Zach",621107,R,CU,303,79.1,2522,15.6,0.653740014,0.634356442,65.74847323,53.85337596,Curveball,63,225,255,11.89509727,11.89509727,-30,3,45,4,15,0,30,3:45,4:15,-0H 30M
,"Gallen, Zac",668678,R,CU,399,80.6,2420,14.5,0.644817323,0.69108662,37.53782711,20.66574806,Curveball,69,285,315,16.87207904,16.87207904,-30,4,45,5,15,0,30,4:45,5:15,-0H 30M
,"Gray, Sonny",543243,R,CU,257,80,2661,22,0.910617409,0.912161594,26.83557728,36.88580534,Curveball,91,300,285,-10.05022806,10.05022806,15,5,0,4,45,0,15,5:00,4:45,+0H 15M
,"Herrin, Tim",682120,L,CU,245,81.5,2382,12.1,0.526287113,0.483789848,309.629928,294.7271789,Curveball,48,465,495,14.90274915,14.90274915,-30,7,45,8,15,0,30,7:45,8:15,-0H 30M
,"Irvin, Cole",608344,L,CU,310,77.4,2206,16.3,0.709295506,0.614961503,316.8185166,297.2215048,Curveball,61,450,480,19.59701176,19.59701176,-30,7,30,8,0,0,30,7:30,8:00,-0H 30M
,"Irvin, Jake",663623,R,CU,664,81,2534,13.9,0.596961623,0.641034714,67.01706173,69.4939284,Curveball,64,225,225,-2.476866674,2.476866674,0,3,45,3,45,0,0,3:45,3:45, 0H 00M
,"Lange, Alex",656638,R,CU,217,88.1,2259,3.1,0.138605379,0.152488515,1.939236558,321.1439646,Curveball,15,360,435,40.79527192,40.79527192,-75,6,0,7,15,1,15,6:00,7:15,-1H 15M
,"Marsh, Alec",679525,R,CU,247,82.9,2565,12,0.515366676,0.616462021,46.6859069,40.54802931,Curveball,62,270,285,6.137877597,6.137877597,-15,4,30,4,45,0,15,4:30,4:45,-0H 15M
,"Nola, Aaron",605400,R,CU,653,79.2,2591,18.9,0.791984149,0.786842382,58.02595826,48.96484183,Curveball,79,240,255,9.061116429,9.061116429,-15,4,0,4,15,0,15,4:00,4:15,-0H 15M
,"Smyly, Drew",592767,L,CU,324,80.1,2241,6.6,0.291285036,0.380255362,5.587569076,32.89777746,Curveball,38,345,300,-27.31020838,27.31020838,45,5,45,5,0,0,45,5:45,5:00,+0H 45M
,"Hjelle, Sean",663546,R,CU,252,85.6,1960,5.9,0.28290571,0.52883202,45.63687053,41.37707266,Curveball,53,270,270,4.259797873,4.259797873,0,4,30,4,30,0,0,4:30,4:30, 0H 00M
,"Lodolo, Nick",666157,L,CU,386,81.6,2663,12.6,0.528041306,0.509479664,294.3130953,279.5054609,Curveball,51,495,525,14.8076344,14.8076344,-30,8,15,8,45,0,30,8:15,8:45,-0H 30M
,"Baumann, Mike",657508,R,CU,222,87.6,2317,9.7,0.429089636,0.539508083,34.06784472,10.31968628,Curveball,54,285,345,23.74815844,23.74815844,-60,4,45,5,45,1,0,4:45,5:45,-1H 00M
,"Bibee, Tanner",676440,R,CU,228,81.5,2679,17.1,0.718917835,0.615960718,54.35260306,68.75634993,Curveball,62,255,225,-14.40374686,14.40374686,30,4,15,3,45,0,30,4:15,3:45,+0H 30M
,"Brown, Hunter",686613,R,CU,235,82.4,2491,19.2,0.818078406,0.811337338,15.88548613,14.04528959,Curveball,81,330,330,1.840196531,1.840196531,0,5,30,5,30,0,0,5:30,5:30, 0H 00M
,"Civale, Aaron",650644,R,CU,295,77.2,3137,25.3,0.970134816,0.867720882,37.99547078,35.28851457,Curveball,87,285,285,2.706956213,2.706956213,0,4,45,4,45,0,0,4:45,4:45, 0H 00M
,"Flexen, Chris",623167,R,CU,215,72.1,2571,20.8,0.843099981,0.876957236,20.72896737,22.56990493,Curveball,88,315,315,-1.840937564,1.840937564,0,5,15,5,15,0,0,5:15,5:15, 0H 00M
,"Paxton, James",572020,L,CU,443,80.8,1923,6.9,0.333216887,0.577280262,320.1271466,352.2225528,Curveball,58,435,375,-32.09540616,32.09540616,60,7,15,6,15,1,0,7:15,6:15,+1H 00M
,"Abbott, Andrew",671096,L,CU,221,80.7,2791,11.3,0.463866262,0.475795721,297.6718899,303.0998,Curveball,48,480,480,-5.427910108,5.427910108,0,8,0,8,0,0,0,8:00,8:00, 0H 00M
,"Anderson, Nick",623433,R,CU,260,81.7,1975,4.6,0.220002731,0.221833196,81.57350783,28.64402115,Curveball,22,195,300,52.92948668,52.92948668,-105,3,15,5,0,1,45,3:15,5:00,-1H 45M
,"Bassitt, Chris",605135,R,CU,287,70.8,2281,22.9,0.950337622,0.95270607,42.83841142,43.35124615,Curveball,95,270,270,-0.512834737,0.512834737,0,4,30,4,30,0,0,4:30,4:30, 0H 00M
,"Burnes, Corbin",669203,R,CU,437,80.3,2872,18.6,0.740696249,0.738954404,46.53337045,35.40493182,Curveball,74,270,285,11.12843863,11.12843863,-15,4,30,4,45,0,15,4:30,4:45,-0H 15M
,"Falter, Bailey",663559,L,CU,225,77,1920,8,0.373822692,0.511735442,297.6795843,327.6837919,Curveball,51,480,420,-30.00420758,30.00420758,60,8,0,7,0,1,0,8:00,7:00,+1H 00M
,"Flaherty, Jack",656427,R,CU,279,77.5,2481,19.2,0.807839093,0.825352592,54.29001833,50.18880345,Curveball,83,255,255,4.101214877,4.101214877,0,4,15,4,15,0,0,4:15,4:15, 0H 00M
,"Glasnow, Tyler",607192,R,CU,307,83.8,2759,14.7,0.6141655,0.676085161,14.01816248,11.67575534,Curveball,68,330,330,2.342407133,2.342407133,0,5,30,5,30,0,0,5:30,5:30, 0H 00M
,"Gomber, Austin",596295,L,CU,351,77.3,2577,16.4,0.734533956,0.819111965,331.4487171,329.3292188,Curveball,82,420,420,2.119498277,2.119498277,0,7,0,7,0,0,0,7:00,7:00, 0H 00M
,"Hudson, Dakota",641712,R,CU,228,80.1,2592,14.9,0.679293054,0.574734848,42.07398979,58.57899536,Curveball,57,270,240,-16.50500557,16.50500557,30,4,30,4,0,0,30,4:30,4:00,+0H 30M
,"Kikuchi, Yusei",579328,L,CU,446,82.9,2462,7.9,0.338912446,0.405290031,304.4119718,321.0874103,Curveball,41,465,435,-16.67543851,16.67543851,30,7,45,7,15,0,30,7:45,7:15,+0H 30M
,"Mikolas, Miles",571945,R,CU,211,76.3,2518,19.1,0.803057375,0.780625297,34.81296152,25.14942649,Curveball,78,285,315,9.663535034,9.663535034,-30,4,45,5,15,0,30,4:45,5:15,-0H 30M
,"Quantrill, Cal",615698,R,CU,209,79.8,2448,6.6,0.305547926,0.334579297,78.22924801,37.29334937,Curveball,33,210,285,40.93589863,40.93589863,-75,3,30,4,45,1,15,3:30,4:45,-1H 15M
,"Quintana, Jose",500779,L,CU,375,77.7,2236,12.4,0.540069606,0.608717636,307.0789602,326.2133438,Curveball,61,465,435,-19.13438357,19.13438357,30,7,45,7,15,0,30,7:45,7:15,+0H 30M
,"Soriano, José",667755,R,CU,366,86.3,2441,15.5,0.680568556,0.654514795,28.62617422,48.39634374,Curveball,65,300,270,-19.77016951,19.77016951,30,5,0,4,30,0,30,5:00,4:30,+0H 30M
,"Eovaldi, Nathan",543135,R,CU,231,76.9,1937,13.8,0.641227317,0.787724496,45.26294478,40.73229505,Curveball,79,270,285,4.53064973,4.53064973,-15,4,30,4,45,0,15,4:30,4:45,-0H 15M
,"Gore, MacKenzie",669022,L,CU,387,83.1,2412,12.3,0.531470956,0.606878372,336.5610774,359.2677554,Curveball,61,405,360,-22.706678,22.706678,45,6,45,6,0,0,45,6:45,6:00,+0H 45M
,"Johnson, Pierce",572955,R,CU,414,85.6,2999,12.1,0.498956144,0.458510692,50.9919513,57.44166592,Curveball,46,255,240,-6.449714626,6.449714626,15,4,15,4,0,0,15,4:15,4:00,+0H 15M
,"Morton, Charlie",450203,R,CU,702,81.4,3089,18.1,0.734806739,0.709611024,60.12483806,51.42132297,Curveball,71,240,255,8.703515091,8.703515091,-15,4,0,4,15,0,15,4:00,4:15,-0H 15M
,"Suárez, Ranger",624133,L,CU,332,74.6,2184,18.2,0.791798255,0.881359127,312.3951205,316.3435496,Curveball,88,450,450,-3.948429105,3.948429105,0,7,30,7,30,0,0,7:30,7:30, 0H 00M
,"Valdez, Framber",664285,L,CU,457,80,2914,20.2,0.804989252,0.758333757,320.4209885,326.7671757,Curveball,76,435,420,-6.346187167,6.346187167,15,7,15,7,0,0,15,7:15,7:00,+0H 15M
,"Vásquez, Randy",681190,R,CU,229,82.3,3147,14.1,0.565718033,0.53478118,74.23152657,68.03232968,Curveball,53,210,225,6.199196895,6.199196895,-15,3,30,3,45,0,15,3:30,3:45,-0H 15M
,"Yarbrough, Ryan",642232,L,CU,296,71.3,2182,16.6,0.709521502,0.696815501,265.3145256,260.7058219,Curveball,70,555,555,4.60870365,4.60870365,0,9,15,9,15,0,0,9:15,9:15, 0H 00M
,"Canning, Griffin",656288,R,CU,224,80.7,2380,15.2,0.651094845,0.452906921,30.12211143,58.39241882,Curveball,45,300,240,-28.27030739,28.27030739,60,5,0,4,0,1,0,5:00,4:00,+1H 00M
,"Parker, Mitchell",680730,L,CU,371,80.5,2270,10.3,0.466222581,0.586451689,321.8072112,344.4368428,Curveball,59,435,390,-22.62963166,22.62963166,45,7,15,6,30,0,45,7:15,6:30,+0H 45M
,"Taillon, Jameson",592791,R,CU,240,80,2693,17.2,0.710597572,0.732905474,44.28655367,37.78881184,Curveball,73,270,285,6.497741821,6.497741821,-15,4,30,4,45,0,15,4:30,4:45,-0H 15M
,"McKenzie, Triston",663474,R,CU,347,77.7,2212,13.3,0.594810509,0.676152913,31.17525031,39.36358081,Curveball,68,300,285,-8.188330495,8.188330495,15,5,0,4,45,0,15,5:00,4:45,+0H 15M
,"Verlander, Justin",434378,R,CU,216,77.7,2685,18.2,0.729379194,0.69066971,37.45500363,25.26510024,Curveball,69,285,315,12.18990339,12.18990339,-30,4,45,5,15,0,30,4:45,5:15,-0H 30M
,"Montgomery, Jordan",656756,L,CU,326,79,2311,11.4,0.507726438,0.606950922,319.5959138,334.7969181,Curveball,61,435,405,-15.2010043,15.2010043,30,7,15,6,45,0,30,7:15,6:45,+0H 30M
,"Rodriguez, Grayson",680570,R,CU,277,81.3,2732,15.3,0.625816785,0.699408646,42.78417889,35.28241461,Curveball,70,270,285,7.501764279,7.501764279,-15,4,30,4,45,0,15,4:30,4:45,-0H 15M
,"Arrighetti, Spencer",681293,R,CU,307,78.4,2774,18.6,0.743087908,0.70627729,59.31829223,51.22608882,Curveball,71,240,255,8.092203417,8.092203417,-15,4,0,4,15,0,15,4:00,4:15,-0H 15M
,"Yamamoto, Yoshinobu",808967,R,CU,256,77.9,2679,23,0.930474255,0.940418846,33.05985922,33.58673612,Curveball,94,300,300,-0.526876904,0.526876904,0,5,0,5,0,0,0,5:00,5:00, 0H 00M
,"Law, Derek",571882,R,FC,372,91.5,2281,8.7,0.403298839,0.609137438,191.1697596,163.6190409,Cutter,61,705,750,27.55071867,27.55071867,-45,11,45,12,30,0,45,11:45,12:30,-0H 45M
,"Rea, Colin",607067,R,FC,375,87.8,2200,7.1,0.33013412,0.53961411,173.1506454,157.445722,Cutter,54,735,765,15.70492333,15.70492333,-30,12,15,12,45,0,30,12:15,12:45,-0H 30M
,"Eflin, Zach",621107,R,FC,406,87.8,2245,7.6,0.350730628,0.420303904,192.5443736,160.7467399,Cutter,42,690,765,31.79763365,31.79763365,-75,11,30,12,45,1,15,11:30,12:45,-1H 15M
,"Gray, Sonny",543243,R,FC,301,87.6,2705,6.8,0.292117895,0.335119035,113.8749963,83.10334932,Cutter,34,135,195,30.77164701,30.77164701,-60,2,15,3,15,1,0,2:15,3:15,-1H 00M
,"Lynn, Lance",458681,R,FC,411,88.2,2650,5.4,0.231537173,0.327369856,178.2626599,156.7822331,Cutter,33,720,765,21.4804268,21.4804268,-45,12,0,12,45,0,45,12:00,12:45,-0H 45M
